"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Instruction-set simulator design and realization based on the virtual instruction","Zhang Youwei; Liu Xiaochun; Wang Yonghong","Institute of Surveying and Mapping, Information Engineering University, Zhengzhou, China; Institute of Surveying and Mapping, Information Engineering University, Zhengzhou, China; Institute of Surveying and Mapping, Information Engineering University, Zhengzhou, China","2009 2nd IEEE International Conference on Computer Science and Information Technology","","2009","","","347","351","Instruction-set simulator is very important method and technique in reverse engineering analysis, compiling optimization and code coverage testing. It provides the test platform for analyzing software and the accurate data for program comprehension. An instruction-set simulator is designed in this article, it can simulate various processor's object program. This paper also provides a method to construct virtual instruction set, especially describes design memory simulating and instruction system simulating in the instruction-set simulator.","","978-1-4244-4519-6978-1-4244-4520","10.1109/ICCSIT.2009.5234931","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5234931","instruction-set;simulation;virtual instruction;execute unit;addressing modes","Analytical models;Information analysis;Software safety;Reverse engineering;Software testing;Floating-point arithmetic;Registers;Design engineering;Design optimization;Control system synthesis","instruction sets;program testing;reverse engineering;software architecture","instruction set simulator design;reverse engineering analysis;compiling optimization;code coverage testing;software analysis;program comprehension;processor object program;virtual instruction set","","","8","","","","","","IEEE","IEEE Conferences"
"A framework to evaluate multi-objective optimization algorithms in multi-agent negotiations","M. Ziadloo; S. S. Ghamsary; N. Mozayani","Computer Engineering Dep., Iran University of Science and Technology, Tehran, Iran; Method Ltd., Tehran, Iran; Computer Engineering Dep., Iran University of Science and Technology, Tehran, Iran","2009 IEEE International Conference on Computational Intelligence for Measurement Systems and Applications","","2009","","","264","267","Multi-objective optimization algorithms are designed to find Pareto frontier set. This set plays a major role in multi-agent systems' negotiations. Different applications might be interested in different parts of Pareto frontier. In this paper we present a framework to show how a multi-objective optimization algorithm is evaluated against others. We used eleven algorithms implemented in MOMHLib++ library to test our framework on a two agent negotiation of binary issues and binary dependency. But our framework is easily expandable to higher number of objectives and all types of negotiations. Our analysis shows that a single scalarization value of Pareto frontier is not enough to compare multi-objective optimization algorithms, as it is done in most cases.","2159-1547;2159-1555","978-1-4244-3819-8978-1-4244-3820","10.1109/CIMSA.2009.5069962","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5069962","Multi-objective optimization;Pareto frontier;multi-agent systems;negotiation","Pareto optimization;Multiagent systems;Application software;Algorithm design and analysis;Testing;Computational intelligence;Design optimization;Libraries;Pareto analysis;Upper bound","digital libraries;multi-agent systems;Pareto optimisation","multiobjective optimization algorithms;Pareto frontier set;multiagent system negotiation;MOMHLib++ library","","1","5","","","","","","IEEE","IEEE Conferences"
"Tutorial IND2B: Structured Embedded Configuration and Test","C. J. Clark","Intellitech Corp.","20th International Conference on VLSI Design held jointly with 6th International Conference on Embedded Systems (VLSID'07)","","2007","","","17","17","Embedded infrastructure IP to optimize chip-level manufacturing test and debugging has become common practice. However, adopting the same approach for boards and systems requires a different family of infrastructure IP. This tutorial introduces a structured, standards-based approach to PCB self-test and FPGA configuration and presents how it can optimize manufacturing test and debugging, leverage ASIC level DFT, and support configurability, especially in today's re configurable products. Today's complex IC relies on scan and BIST for the majority of the test coverage achieved. Software driven functional self-test for PCBs and Systems now requires a solid foundation of scan-based self-test due to the complexity and skill required to achieve high fault coverage and useful diagnostics. Off-the-shelf infrastructure IP based on IEEE standards will enable system designers to build in the field re-configurable and high quality self-testable products with a minimum of engineering time and effort. Furthermore, the convergence of the FPGA configuration standard and scan-based test presents the designers new opportunities to increase fault coverage, lower their manufacturing test costs, field support costs, and extend their products' useful life with in-the-field updates. Infrastructure IP for the board and system level will save engineering time and will reduce design risk since they are pre-engineered and leverage IEEE standards. The standards-based solutions are re-usable, from one phase of a single product life cycle to the next, and from one product design to the next","1063-9667;2380-6923","0-7695-2762","10.1109/VLSID.2007.164","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4092010","","Built-in self-test;Field programmable gate arrays;IP networks;Conferences;Tutorials;Manufacturing;IEEE Standards","boundary scan testing;fault diagnosis;field programmable gate arrays;IEEE standards;integrated circuit testing;logic testing;printed circuit manufacture;printed circuit testing;program debugging","chip-level manufacturing test;debugging;FPGA configuration;ASIC;DFT;functional self-test;scan-based self-test;fault coverage;fault diagnostics;off-the-shelf infrastructure IP;IEEE standards;product life cycle","","","","","","","","","IEEE","IEEE Conferences"
"Particle Swarm Optimization with Hybrid Velocity Updating Strategies","X. Wu; M. Zhong","NA; NA","2009 Third International Symposium on Intelligent Information Technology Application","","2009","2","","336","339","Particle Swarm Optimization (PSO) is a recently proposed population-based evolutionary algorithm, which shows good performance in many optimization problems. To achieve better performance, this paper presents a new variant of PSO algorithm called PSO with Hybrid Velocity Updating Strategies (HVS-PSO). HVS-PSO employs another two velocity updating strategies besides the original velocity updating strategy. Experimental studies on six well-known benchmark problems show that HVS-PSO outperforms PSO with inertia weight (PSO-w), local version of PSO with inertia weight (PSO-w-local), and fully informed particle swarm (FIPS) on majority of test problems.","","978-0-7695-3859","10.1109/IITA.2009.265","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5369390","Particle swarm optimization (PSO);veloctiy updating strategy;optimization","Particle swarm optimization;Evolutionary computation;Convergence;Benchmark testing;Information technology;Application software;Stochastic processes;Insects;Animals;Birds","evolutionary computation;particle swarm optimisation;search problems","particle swarm optimization;hybrid velocity updating strategies;PSO;population-based evolutionary algorithm;inertia weight;fully informed particle swarm;search abilities","","1","11","","","","","","IEEE","IEEE Conferences"
"Ordering Coverage Goals in Model Checker Based Testing","G. Fraser; F. Wotawa","NA; NA","2008 IEEE International Conference on Software Testing Verification and Validation Workshop","","2008","","","31","40","Model-based testing techniques select test cases according to test goals, which might be coverage criteria or mutation adequacy. Complex criteria and large models lead to large test suites, and a test case created for one coverage item might cover several other items as well. Therefore, test case generation is optimized in order to avoid unnecessary test cases and minimize the test generation and execution costs. Because of this optimization the order in which test goals are selected is expected to have an impact on both the performance of the test case generation and the size of resulting test suites, although finding the optimal order is not feasible in general. In this paper we report on experiments to determine the effects of the order in which test goals are selected on performance and the size of resulting test suites, and evaluate different heuristics to select test goals such that time and size are minimized. The approach described is based on test case generation with model checkers, and experimentation leads to the conclusion that the order matters less than expected.","","978-0-7695-3388","10.1109/ICSTW.2008.31","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4566989","","Software testing;Genetic mutations;System testing;Cost function;Cities and towns;Technological innovation;Monitoring;Conferences","program testing;program verification","ordering coverage goals;model checker based testing;test suites;test case generation","","3","20","","","","","","IEEE","IEEE Conferences"
"Automated Generation and Assessment of Autonomous Systems Test Cases","K. J. Barltrop; K. H. Friberg; G. A. Horvath","Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109. 818-354-6412, Kevin.J.Barltrop@jpl.nasa.gov; Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109. 818-393-4077, Kenneth.H.Friberg@jpl.nasa.gov, Friberg.Autonomy@gmail.com; Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA 91109. 818-39 3-6234, Gregory.A.Horvath@jpl.nasa.gov","2008 IEEE Aerospace Conference","","2008","","","1","10","Verification and validation testing of autonomous spacecraft routinely culminates in the exploration of anomalous or faulted mission-like scenarios. Prioritizing which scenarios to develop usually comes down to focusing on the most vulnerable areas and ensuring the best return on investment of test time. Rules-of-thumb strategies often come into play, such as injecting applicable anomalies prior to, during, and after system state changes; or, creating cases that ensure good safety-net algorithm coverage. Although experience and judgment in test selection can lead to high levels of confidence about the majority of a system's autonomy, it's likely that important test cases are overlooked. One method to fill in potential test coverage gaps is to automatically generate and execute test cases using algorithms that ensure desirable properties about the coverage. For example, generate cases for all possible fault monitors, and across all state change boundaries. Of course, the scope of coverage is determined by the test environment capabilities, where a faster-than-real-time, high-fidelity, software-only simulation would allow the broadest coverage. Even real-time systems that can be replicated and run in parallel, and that have reliable set-up and operations features provide an excellent resource for automated testing. Making detailed predictions for the outcome of such tests can be difficult, and when algorithmic means are employed to produce hundreds or even thousands of cases, generating predicts individually is impractical, and generating predicts with tools requires executable models of the design and environment that themselves require a complete test program. Therefore, evaluating the results of large number of mission scenario tests poses special challenges. A good approach to address this problem is to automatically score the results based on a range of metrics. Although the specific means of scoring depends highly on the application, the use of formal scoring metrics has high value in identifying and prioritizing anomalies, and in presenting an overall picture of the state of the test program. In this paper we present a case study based on automatic generation and assessment of faulted test runs for the Dawn mission, and discuss its role in optimizing the allocation of resources for completing the test program.","1095-323X","978-1-4244-1487-1978-1-4244-1488","10.1109/AERO.2008.4526484","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4526484","","Automatic testing;System testing;Space vehicles;Orbital robotics;Power system protection;Propulsion;Laboratories;Space technology;Investments;Software testing","aerospace testing;automatic testing;space vehicles","automated autonomous systems test case generation;validation testing;verification testing;faulted mission-like scenarios;rules-of-thumb strategies;safety-net algorithm coverage;software-only simulation;automated testing;formal scoring metrics;Dawn mission","","3","1","","","","","","IEEE","IEEE Conferences"
"Software environment for synthesis of testable FSM through decomposition","S. Devadze; A. Sudnitson","Department of Computer Engineering, Faculty of Information Technology, Tallinn University of Technology, Raja 15, 12618, Estonia; Department of Computer Engineering, Faculty of Information Technology, Tallinn University of Technology, Raja 15, 12618, Estonia","2008 26th International Conference on Microelectronics","","2008","","","433","436","This paper presents a method and software for constructing of testabie finite state machines (FSM). The proposed method of impiementing test for FSM has severaf advantages in comparison with common soiutions. However, this method imposes some constraints on FSM synthesis process, which can be satisfied by using specific decomposition technique. The presented software environment (caifed D&amp;S) is capabie to perform various kinds of FSM decomposition and synthesis, inciuding the one needed for constructing of testabie FSM.","","978-1-4244-1881-7978-1-4244-1882","10.1109/ICMEL.2008.4559314","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4559314","","Software testing;Built-in self-test;Circuit testing;Circuit synthesis;Performance evaluation;Test pattern generators;Pattern analysis;Automata;Logic testing;Design optimization","built-in self test;finite state machines;logic CAD","software environment;testable FSM;finite state machines;FSM decomposition","","1","12","","","","","","IEEE","IEEE Conferences"
"An optimization ant colony algorithm for composition of semantic Web services","K. Yan; G. Xue; S. Yao","Lab of Network Intelligent Computing, Yunnan University, Kunming, China; School of Software, Yunnan University, Kunming, China; School of Software, Yunnan University, Kunming, China","2009 Asia-Pacific Conference on Computational Intelligence and Industrial Applications (PACIIA)","","2009","2","","262","265","Automatic composition of semantic Web services by requests is one of difficult problems in the field of Web services. In this paper we investigate Web services ontology and ant colony (AC) algorithm and propose a method of composition of semantic Web services (ACAC) that is based on ant colony algorithm. We generate a graph of input and output of semantic Web services, using this method, and then the composition of Web services is transformed into finding a satisfying path in the graph. So AC algorithm is used for efficient composition of Web services. Finally, we have tested ACAC with a test set and the results show that the algorithm can successfully compose the semantic Web services and is also able to ensure the quality and efficiency of composition.","","978-1-4244-4606","10.1109/PACIIA.2009.5406653","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5406653","ontology;Semantic Web Services;composition of Web services;Ant Colony Algorithm","Ant colony optimization;Semantic Web;Web services;Ontologies;Computational intelligence;Testing;Distributed computing;Robustness;Computer industry;Application software","ontologies (artificial intelligence);optimisation;semantic Web;Web services","optimization;ant colony algorithm;semantic Web services ontology;automatic composition","","4","17","","","","","","IEEE","IEEE Conferences"
"Automatic Path-Oriented Test Data Generation Using a Multi-population Genetic Algorithm","Y. Chen; Y. Zhong","NA; NA","2008 Fourth International Conference on Natural Computation","","2008","1","","566","570","Automatic path-oriented test data generation is an undecidable problem and genetic algorithm (GA) has been used to test data generation since 1992. In favor of MATLAB, a multi-population genetic algorithm (MPGA) was implemented, which selects individuals for free migration based on their fitness values. Applying MPGA to generating path-oriented test data generation is a new and meaningful attempt. After depicting how to transform path-oriented test data generation into an optimization problem, basic process flow of path-oriented test data generation using GA was presented. Using a triangle classifier as program under test, experimental results show that MPGA based approach can generate path-oriented test data more effectively and efficiently than simple GA based approach does.","2157-9555;2157-9563","978-0-7695-3304","10.1109/ICNC.2008.388","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4666909","","Automatic testing;Genetic algorithms;Software testing;Costs;Input variables;Computer applications;Educational institutions;MATLAB;Robustness;Search methods","flow graphs;genetic algorithms;program testing","automatic path-oriented test data generation;multipopulation genetic algorithm;MPGA algorithm;optimization problem;triangle classifier;control flow graph;software testing","","16","25","","","","","","IEEE","IEEE Conferences"
"Software reliability prediction using multi-objective genetic algorithm","S. H. Aljahdali; M. E. El-Telbany","Computer Sciences Department, Al-Taif University, SAUDI ARABIA; Computers Engineering Department, Al-Taif University, SAUDI ARABIA","2009 IEEE/ACS International Conference on Computer Systems and Applications","","2009","","","293","300","Software reliability models are very useful to estimate the probability of the software fail along the time. Several different models have been proposed to predict the software reliability growth (SRGM); however, none of them has proven to perform well considering different project characteristics. The ability to predict the number of faults in the software during development and testing processes. In this paper, we explore Genetic Algorithms (GA) as an alternative approach to derive these models. GA is a powerful machine learning technique and optimization techniques to estimate the parameters of well known reliably growth models. Moreover, machine learning algorithms, proposed the solution overcome the uncertainties in the modeling by combining multiple models using multiple objective function to achieve the best generalization performance where. The objectives are conflicting and no design exists which can be considered best with respect to all objectives. In this paper, experiments were conducted to confirm these hypotheses. Then evaluating the predictive capability of the ensemble of models optimized using multi-objective GA has been calculated. Finally, the results were compared with traditional models.","2161-5322;2161-5330","978-1-4244-3807-5978-1-4244-3806","10.1109/AICCSA.2009.5069339","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5069339","","Software reliability;Genetic algorithms;Software systems;Predictive models;Reliability engineering;Software testing;Uncertainty;Computational intelligence;Parameter estimation;Stochastic processes","genetic algorithms;learning (artificial intelligence);parameter estimation;program testing;software reliability","software reliability prediction;multiobjective genetic algorithm;probability estimation;software fail;software development;software testing;machine learning;optimization;parameter estimation","","12","27","","","","","","IEEE","IEEE Conferences"
"An experimental study of methods for executing test suites in memory constrained environments","S. Bhadra; A. Conrad; C. Hurkes; B. Kirklin; G. M. Kapfhammer","Milcord LLC, USA; Allegheny College, USA; Allegheny College, USA; Allegheny College, USA; Allegheny College, USA","2009 ICSE Workshop on Automation of Software Test","","2009","","","27","35","Software for memory constrained mobile devices is often implemented in the Java programming language because the Java compiler and virtual machine (JVM) provide enhanced safety, portability, and the potential for run-time optimization. However, testing time may increase substantially when memory is limited and the JVM employs a compiler to create native code bodies. This paper furnishes an empirical study that identifies the fundamental trade-offs associated with a method that uses adaptive native code unloading to perform memory constrained testing. The experimental results demonstrate that code unloading can reduce testing time by 17% and the code size of the test suite and application under test by 68% while maintaining the overall size of the JVM. We also find that the goal of reducing the space overhead of an automated testing technique is often at odds with the objective of decreasing the time required to test. Additional experiments reveal that using a complete record of test suite behavior, in contrast to a sample-based profile, does not enable the code unloader to make decisions that markedly reduce testing time. Finally, we identify test suite and application behaviors that may limit the effectiveness of our method for memory constrained test execution and we suggest ways to mitigate these challenges.","","978-1-4244-3711","10.1109/IWAST.2009.5069038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5069038","","Software safety;Java;Automatic testing;Computer languages;Program processors;Virtual machining;Safety devices;Runtime;Constraint optimization;Optimizing compilers","Java;mobile computing;program compilers;program testing;virtual machines","memory constrained mobile devices;Java programming language;Java compiler;virtual machine;adaptive native code unloading;automated testing technique","","","24","","","","","","IEEE","IEEE Conferences"
"Workload Reduction for Multi-input Feedback-Directed Optimization","P. Berube; J. N. Amaral; R. Ho; R. Silvera","NA; NA; NA; NA","2009 International Symposium on Code Generation and Optimization","","2009","","","59","69","Feedback-directed optimization is an effective technique to improve program performance, but it may result in program performance and compiler behavior that is sensitive to both the selection of inputs used for training and the actual input in each run of the program. Cross-validation over a workload of inputs can address the input-sensitivity problem, but introduces the need to select a representative workload of minimal size from the population of available inputs. We present a compiler-centric clustering methodology to group similar inputs so that redundant inputs can be eliminated from the training workload. Input similarity is determined based on the compile-time code transformations made by the compiler after training separately on each input. Differences between inputs are weighted by a performance metric based on cross-validation in order to account for code transformation differences that have little impact on performance. We introduce the <i>CrossError</i> metric that allows the exploration of correlations between transformations based on the results of clustering. The methodology is applied to several SPEC benchmark programs, and illustrated using selected case studies.","","978-0-7695-3576","10.1109/CGO.2009.23","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4907651","compilers;workload reduction;clustering;feedback-directed optimization","Program processors;Optimizing compilers;Software performance;Instruments;Frequency measurement;Radio spectrum management;Frequency conversion;Testing;Time measurement;Humans","optimising compilers;software metrics;software performance evaluation","multi input feedback-directed optimization;program performance;compiler behavior;workload reduction;cross-validation;input-sensitivity problem;compiler-centric clustering methodology;compile-time code transformations;CrossError metric;SPEC benchmark programs;performance evaluation","","","16","","","","","","IEEE","IEEE Conferences"
"Parallel test tasks scheduling on multi-core platform","L. Wang; J. Fang; C. Gao","Engineering School of the Air Force Engineering University Xi'an, 710038, China; Engineering School of the Air Force Engineering University Xi'an, 710038, China; Engineering School of the Air Force Engineering University Xi'an, 710038, China","2008 IEEE AUTOTESTCON","","2008","","","504","507","Aimed at the problem that traditional test program couldnpsilat effectively enhance the test efficiency, three decompose method which based on mission, data and data stream were brought forward to solve the test problem of parallel decompose. Multi-core technology was imported in parallel test platform to make the real time ability of the parallel mission improved. In order to work out the issue that test program based on single-core couldnpsilat utilize MCP technology effectively, schedule strategy of parallel test mission is advanced to optimize test flow and mission schedule. According to the result of experimentation, performance of plat based on MCP enhanced 30%~50% against single-core plat.","1088-7725;1558-4550","978-1-4244-2225-8978-1-4244-2226","10.1109/AUTEST.2008.4662669","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4662669","multi-core;parallel test;test process;parallel;schedule strategy","Schedules;Prefetching;Testing;Computer architecture;Programming;Software architecture;Processor scheduling","automatic testing;computerised instrumentation;parallel programming","parallel test tasks scheduling;multi core platform;parallel test platform;real time ability","","","11","","","","","","IEEE","IEEE Conferences"
"A novel PSO-IE3D based design and optimization of a low profile Dual Slot Microstrip Patch Antenna","R. N. Biswas; A. Kar","Department of Electronics & Telecomm. Engineering, Jadavpur Universit, Kolkata-700032, India; Department of Electronics & Telecomm. Engineering, Jadavpur Universit, Kolkata-700032, India","TENCON 2008 - 2008 IEEE Region 10 Conference","","2008","","","1","4","A dual slot microstrip path antenna has been designed and developed for operation around 2 GHz frequencies. The antenna parameters were designed using the well-known IE3D software package while the important characteristics of the antenna were optimized using adaptive particle swarm optimization (APSO) technique. The combined APSO-IE3D method gives a novel approach for best possible implementation of a probe fed low-profile dual slot patch antenna design. Simulation results show that the antenna has a bandwidth of 28.7 MHz (&lt;-10 dB) in the frequency range of 1.95-2.0 GHz. The antenna has been fabricated on a substrate with dielectric constant of 2.4 and thickness of 1.5875 mm important antenna parameters such as gain, VSWR, directivity and return-loss were measured using network analyzers and antenna test-bench. The measured values of the antenna parameters were found to match well within tolerable limits with that of the simulated results. The basic principle of the APSO- IE3D based design of microstrip patch antenna along with the simulated and the experimental results for a dual-slot patch are presented for comparison in this work.","2159-3442;2159-3450","978-1-4244-2408-5978-1-4244-2409","10.1109/TENCON.2008.4766781","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4766781","Adaptive PSO (APSO);EM Simulator (IE3D);Dual Slot Microstrip Patch Antenna","Design optimization;Microstrip antennas;Patch antennas;Frequency;Adaptive arrays;Antenna measurements;Dielectric measurements;Slot antennas;Software packages;Particle swarm optimization","electrical engineering computing;microstrip antennas;network analysers;particle swarm optimisation;slot antennas;UHF antennas","PSO-IE3D optimization;dual slot microstrip patch antenna;antenna parameter measurement;IE3D software package;adaptive particle swarm optimization;APSO technique;antenna bandwidth;dielectric constant;network analyzers;antenna test-bench;frequency 1.95 GHz to 2 GHz;bandwidth 28.7 MHz;size 1.5875 mm","","3","10","","","","","","IEEE","IEEE Conferences"
"Optimal Resource Allocation for Batch Testing","F. Chang; J. Ren; R. Viswanathan","NA; NA; NA","2009 International Conference on Software Testing Verification and Validation","","2009","","","91","100","Batch resource allocation problem arises in the context of executing a sequence of automated system tests or distributed computations where resources are pooled together and flexibly matched with requests. Minimizing resource allocation for a batch of processes reduces the resource management (e.g., setup) cost for the batch while allowing more users to share the resource pool simultaneously. The salient characteristic of the batch resource allocation problem is that while resources can be reused across different processes they are subject to mutually exclusive use for any individual process. We show that resource allocation for a single process can be solved in polynomial time whereas the general optimization problem is NP-complete. This motivates us to consider heuristics that can yield close to optimum solutions in polynomial time. We design several such heuristics and present their experimental comparison. Our experiments show that a technique based on a min-cost max-flow algorithm combined with ranked removal yields the best solution while having smallest running time.","2159-4848","978-1-4244-3775-7978-0-7695-3601","10.1109/ICST.2009.25","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4815341","","Resource management;System testing;Automatic testing;Cellular phones;Software testing;Costs;Polynomials;Distributed computing;Automation;Filling","batch processing (computers);optimisation;program testing;resource allocation","optimal resource allocation;batch testing;resource management;batch resource allocation problem;NP-complete problem;polynomial time;distributed system","","3","20","","","","","","IEEE","IEEE Conferences"
"Calibration parameters principles for MATLAB S-functions using CANApe","M. Muresan; D. Pitica; G. Chindris","Applied Electronics Department, Technical University of Cluj-Napoca, 24-26 Baritiu Street, 400027 Cluj-Napoca, Romania; Applied Electronics Department, Technical University of Cluj-Napoca, 24-26 Baritiu Street, 400027 Cluj-Napoca, Romania; Applied Electronics Department, Technical University of Cluj-Napoca, 24-26 Baritiu Street, 400027 Cluj-Napoca, Romania","2008 31st International Spring Seminar on Electronics Technology","","2008","","","105","110","In the development of embedded software one of the harder tasks are testing and optimize the ECUs. The basic way to test and optimize is by measuring and calibrating the process. One of the common methods to solve this problem is dasiaHardware-in-the-Looppsila(HIL). With this method, the real ECU is place in a simulative environment for the software under test. The software runs on the real target hardware. The basic idea with dasiaSoftware-in-the-Looppsila(SIL) is the same, except that all runs on standard PC hardware. [1] Both for HIL and SIL many simulated models for automotive industry are made in MATLAB/Simulink. A way how to put ECU's software into MATLAB/Simulink in order to have a complete testing environment will reduce considerably the testing costs and time to market. To have a unitary view both for HIL and SIL we must use the same approach. To keep the consistency we should use the same measurement and application tool, in our case CANApe. This will be done using XCP protocol based on Ethernet TCP/IP transport layer. [2] The entire ECU's software will be wrapped into a MATLAB/Simulink S-Function. The obtained S-Function will be a part of the entire model, with the possibility of having access to the inside variables of the S-Function.","2161-2528;2161-2064","978-1-4244-3973-7978-1-4244-3974-4978-1-4244-3972","10.1109/ISSE.2008.5276436","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5276436","","Calibration;MATLAB;Software testing;Hardware;Mathematical model;Embedded software;Automotive engineering;Costs;Time to market;Application software","automobiles;control engineering computing;program testing;traffic engineering computing","calibration parameters;MATLAB S-functions;CANApe;embedded software development;ECU testing;ECU optimization;Hardware-in-the-Loop testing;software testing;Software-in-the-Loop testing;automotive industry;MATLAB Simulink;XCP protocol;Ethernet TCP-IP transport layer","","","7","","","","","","IEEE","IEEE Conferences"
"Using Program Data-State Diversity in Test Data Search","M. Alshraideh; L. Bottaci","The University Of Hull, UK; NA","Testing: Academic & Industrial Conference - Practice And Research Techniques (TAIC PART'06)","","2006","","","107","114","Search-based automatic software test data generation for structural testing depends on the instrumentation of the test goal to construct a many-valued function which is then optimised. The method encounters difficulty when the search is in a region in which the function is not able to discriminate between different candidate test cases because it returns a constant value. A typical example of this problem arises in the instrumentation of branch predicates that depend on the value of a Boolean-valued (flag) variable. Existing transformation techniques can solve many cases of the problem but there are situations for which transformation techniques are inadequate. This paper presents a technique for directing the search when the function that instruments the test goal is not able to discriminate candidate test inputs. The new technique depends on introducing program data-state diversity as an additional search goal. The search is guided by a new evaluation (cost) function made up of two parts, one depends on the conventional instrumentation of the test goal, the other depends on the diversity of the data-states produced during execution of the program under test. The method is demonstrated for a number of example programs for which existing methods are inadequate","","0-7695-2672","10.1109/TAIC-PART.2006.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1691676","","Automatic testing;Instruments;Cost function;Software testing;Computer science;Search methods;Genetic algorithms","data flow analysis;optimising compilers;program control structures;program testing;search problems","program data-state diversity;search-based automatic software test data generation;structural testing;many-valued function construction;branch predicates;Boolean-valued variable;program transformation technique","","","18","","","","","","IEEE","IEEE Conferences"
"Fast Multi-Swarm Optimization for Dynamic Optimization Problems","C. Li; S. Yang","NA; NA","2008 Fourth International Conference on Natural Computation","","2008","7","","624","628","In the real world, many applications are non-stationary optimization problems. This requires that the optimization algorithms need to not only find the global optimal solution but also track the trajectory of the changing global best solution in a dynamic environment. To achieve this, this paper proposes a multi-swarm algorithm based on fast particle swarm optimization for dynamic optimization problems. The algorithm employs a mechanism to track multiple peaks by preventing overcrowding at a peak and a fast particle swarm optimization algorithm as a local search method to find the near optimal solutions in a local promising region in the search space. The moving peaks benchmark function is used to test the performance of the proposed algorithm. The numerical experimental results show the efficiency of the proposed algorithm for dynamic optimization problems.","2157-9555;2157-9563","978-0-7695-3304","10.1109/ICNC.2008.313","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4668051","","Particle swarm optimization;Equations;Computer science;Convergence;Evolutionary computation;Application software;Trajectory;Particle tracking;Search methods;Benchmark testing","particle swarm optimisation;search problems","multiswarm optimization;dynamic optimization problem;particle swarm optimization;search method;moving peak benchmark function","","34","18","","","","","","IEEE","IEEE Conferences"
