"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Testability of object-oriented systems: An AHP-based approach for prioritization of metrics","P. Khanna","Siemens Technology and Services, Private Limited, CT DC AA E P-IE BDG3, IFFCO Tower, Plot No. 3, Sector 29, Gurgaon 122001, India","2014 International Conference on Contemporary Computing and Informatics (IC3I)","","2014","","","273","281","This paper investigates testability from the perspective of metrics used in an object-oriented system. The idea is to give an overview of object oriented design metrics with the prioritization of same keeping testability as the overall goal. We have used Analytic Hierarchy Process (AHP) method to attain which metric is mostly used and is best for testability.","","978-1-4799-6629","10.1109/IC3I.2014.7019595","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7019595","AHP;testability;CK metrics suite;MOOD Metrics Model","Measurement;Testing;Software;Complexity theory;Encapsulation;Couplings;Analytic hierarchy process","analytic hierarchy process;object-oriented programming;program testing;software metrics","testability;metrics prioritization;analytic hierarchy process;AHP-based approach;object-oriented systems","","","17","","","","","","IEEE","IEEE Conferences"
"Stress analysis and structure optimization of copper cylinders based on 3D packaging","W. Jiang; L. Wang","Harbin University of Science and Technology, 405# material college in HUST No.4 Linyuan Road, XiangFang Zone, China; Harbin University of Science and Technology, 405# material college in HUST No.4 Linyuan Road, XiangFang Zone, China","2015 16th International Conference on Electronic Packaging Technology (ICEPT)","","2015","","","226","230","In this paper, the thermal cyclic loading was adopted to analyze TSV copper cylinders stress distribution by using simulation software ANSYS, a cycle is 29min, the temperature range from-55 to 125°C. In order to study the stress of copper cylinders in TSV, at the first a set of suitable parameters were used to simulate the stress, then the structure parameters were optimized in this paper, and take copper cylinders maximum von-mises stress as response, by using MINITAB software and Taguchi orthogonal test method to analyse the influence of the copper cylinders diameter, copper cylinders height, copper cylinders pitch on the stress of copper cylinders in TSV. The simulation based on a set of suitable parameters, the results shown that the maximum von-mises stress was located at the outer corner of the copper cylinders in contact with the bottom position. Orthogonal test method was used, which found that the copper cylinders diameter had a big influence on maximum von-mises stress of copper cylinders, copper cylinders height followed, copper cylinders pitch minimal impact. By average of main effects plot found that within the parameters selected range, maximum von-mises follows a non-monotonic trend for TSV diameter and TSV height and also found that with the increase of the TSV pitch the stress between the outer corner and the bottom of the copper cylinders decrease gradually.","","978-1-4673-7999-1978-1-4673-7998","10.1109/ICEPT.2015.7236581","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7236581","simulation;thermal cyclic loading;copper cylinders;parameters;Taguchi orthogonal test","Finite element analysis;Substrates;Packaging","integrated circuit packaging;stress analysis;three-dimensional integrated circuits","stress analysis;structure optimization;3D packaging;thermal cyclic loading;TSV copper cylinders stress distribution;maximum von-mises stress;Taguchi orthogonal test method;MINITAB software","","","9","","","","","","IEEE","IEEE Conferences"
"Measuring Malaysian M-commerce user behaviour","S. S. Tzuaan; A. Sivaji; L. T. Yong; M. H. T. Zanegenh; L. Shan","Software Testing Laboratory, Product Quality, Reliability Engineering, MIMOS Berhad, Technology Park Malaysia, 57000, Kuala Lumpur, Malaysia; Software Testing Laboratory, Product Quality, Reliability Engineering, MIMOS Berhad, Technology Park Malaysia, 57000, Kuala Lumpur, Malaysia; Faculty of Computing and Informatics, Multimedia University, Persiaran Multimedia, 63100, Cyberjaya, Selangor, Malaysia; Faculty of Computing and Informatics, Multimedia University, Persiaran Multimedia, 63100, Cyberjaya, Selangor, Malaysia; Faculty of Computing and Informatics, Multimedia University, Persiaran Multimedia, 63100, Cyberjaya, Selangor, Malaysia","2014 International Conference on Computer and Information Sciences (ICCOINS)","","2014","","","1","6","M-Commerce is expected to play an even larger role, with over half a billion customers following the trend to shop via mobile devices by 2016. According to the Malaysian Ministry of Tourism and Culture, tourism has been identified as one of the twelve National Key Economic Area to drive the country's growth. This gave rise to this research objective which is to determine the attention ranking of Malaysians while booking a hotel using a mobile devise. Lab Based Usability Testing with eye tracking technology was carried out with Malaysians to achieve this objective. Results revealed that Malaysian are highly attracted to both the “booking” and “price” information, followed by the “ratings”, “introduction” and lastly the “title” of the hotel, which is in contrast to other countries.","","978-1-4799-4390-6978-1-4799-4391-3978-1-4799-4392","10.1109/ICCOINS.2014.6868405","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6868405","M-Commerce;Tourism;Usability Testing;Power Distance","Heating;Usability;Mobile communication;Testing;Market research;Decision making;Pricing","behavioural sciences computing;gaze tracking;human factors;mobile commerce;mobile handsets;travel industry","Malaysian m-commerce user behaviour measurement;mobile devices;Malaysian Ministry of Tourism and Culture;National Key Economic Area;country growth;hotel booking;mobile device;lab based usability testing;eye tracking technology;booking information;price information;hotel title;hotel introduction;hotel ratings","","3","27","","","","","","IEEE","IEEE Conferences"
"Design and Test of Adaptive Computing Fabrics for Scalable and High-Efficiency Cognitive SoC Applications","P. Nsame; G. Bois; Y. Savaria","NA; NA; NA","2014 IEEE 23rd North Atlantic Test Workshop","","2014","","","48","51","In this paper, a new adaptive computing fabric (ACF) that achieves both real-time multi-mode/multi-rate adaptation and lower error floor for cognitive SoC applications is presented. The VLSI architecture of the ACF is experimentally shown to meet the DVB, 802.3an and 802.ad target specifications. Our design delivers a 10-14 bit error rate (BER) with a bit energyto- noise density of Eb/N0=5dB with an energy-efficiency of 0.61pJ/bit. Experiments are conducted comparing Low-Density Parity-Check (LDPC) codes error correction performance in the presence of unreliable circuits due to aggressive manufacturing defect rates and/or run-time defect rates from components enabled by SoC integration. We report on a 201.6Gbps 65nm CMOS design and Xilinx FPGA prototype, which demonstrates in hardware how real-time adaptive techniques can accelerate decoding convergence and lower the error floor. Finally, We show experimentally that our ACF design can achieve energyefficiency throughput speed-ups at scale in the range of 200x to 5000x as compared to the same algorithm running in software (optimized C program) on a single CPU core.","","978-1-4799-5135-2978-1-4799-5134","10.1109/NATW.2014.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6875448","Cognitive SoC; Adaptive Computing Fabric; Reliable Communication;Embedded Test Generation","Parity check codes;Decoding;Throughput;Digital video broadcasting;Energy efficiency;Computer architecture;Fabrics","adaptive codes;adaptive decoding;CMOS logic circuits;cognitive systems;error correction codes;error statistics;field programmable gate arrays;integrated circuit design;integrated circuit noise;integrated circuit testing;parity check codes;system-on-chip;VLSI","adaptive computing fabrics testing;ACF testing;real-time multimode-multirate adaptation;lower error floor;cognitive SoC application;VLSI architecture;DVB standard;IEEE 802.3an standard;IEEE 802.ad standard;bit error rate;BER;bit energy-to-noise density;energy-efficiency;error correction performance;low-density parity-check code;LDPC code;CMOS ACF design;Xilinx ACF FPGA prototype;decoding convergence;optimized C program;single CPU core;bit rate 201.6 Gbit/s;size 65 nm","","","10","","","","","","IEEE","IEEE Conferences"
"Towards testing variability intensive systems using user reviews","J. L. Rodas; D. Méndez-Acuña; J. A. Galindo; D. Benavides; J. Cárdenas","University of Milagro, Ecuador; INRIA - Rennes, France; INRIA - Rennes, France; University of Seville, Spain; University of Milagro, Ecuador","2015 10th Computing Colombian Conference (10CCC)","","2015","","","39","46","Variability intensive systems are software systems that describe a large set of diverse and different configurations that share some characteristics. This high number of configurations makes testing such systems an expensive and error-prone task. For example, in the Android ecosystem we can find up to 24 different valid configurations, thus, making it impossible to test an application on all of them. To alleviate this problem, previous research suggest the selection of a subset of test cases that maximize the changes of finding errors while maximizing the diversity of configurations. Concretely, the proposals focus on the prioritization and selection of tests, so only relevant configurations are tested according to some criterion. In this paper, we envision the use of user reports to prioritize and select meaningful tests. To do this, we explore the use of recommender systems as a possible improvement to the selection of test cases in intensive variability systems.","","978-1-4673-9464-2978-1-4673-9463","10.1109/ColumbianCC.2015.7333410","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7333410","Sistemas de alta variabilidd;Modelos de características;Sistemas de recomendación;Android","Androids;Humanoid robots;Testing;Software;Silicon;Electronic mail;Silicon compounds","program testing;recommender systems","variability intensive systems testing;user reviews;software systems;Android ecosystem;recommender systems;test case selection","","","16","","","","","","IEEE","IEEE Conferences"
"Model-based energy optimization of automotive control systems","J. Katoen; T. Noll; H. Wu; T. Santen; D. Seifert","Software Modeling and Verification Group, RWTH Aachen University, Germany; Software Modeling and Verification Group, RWTH Aachen University, Germany; Software Modeling and Verification Group, RWTH Aachen University, Germany; Advanced Technology Labs (ATL) Europe, Microsoft Research, Aachen, Germany; Advanced Technology Labs (ATL) Europe, Microsoft Research, Aachen, Germany","2013 Design, Automation & Test in Europe Conference & Exhibition (DATE)","","2013","","","761","766","Reducing the energy consumption of controllers in vehicles requires sophisticated regulation mechanisms. Better power management can be enabled by allowing the controller to shut down sensors, actuators or embedded control units in a way that keeps the car safe and comfortable for the user, with the goal of optimizing the (average or maximal) energy consumption. This paper proposes an approach to systematically explore the design space of SW/HW mappings to determine energy-optimal deployments. It employs constraint-solving techniques for generating deployment candidates and probabilistic analyses for computing the expected energy consumption of the respective deployment. The feasibility and scalability of the method is demonstrated by several case studies.","1530-1591;1530-1591;1530-1591","978-3-9815370-0-0978-1-4673-5071","10.7873/DATE.2013.162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6513608","","Energy consumption;Software;Hardware;Vehicles;Optimization;Space exploration;Probabilistic logic","","","","4","9","","","","","","IEEE","IEEE Conferences"
"Automated generation of state abstraction functions using data invariant inference","P. Tonella; C. D. Nguyen; A. Marchetto; K. Lakhotia; M. Harman","Fondazione Bruno Kessler, Trento, Italy; Fondazione Bruno Kessler, Trento, Italy; Fondazione Bruno Kessler, Trento, Italy; University College London, UK; University College London, UK","2013 8th International Workshop on Automation of Software Test (AST)","","2013","","","75","81","Model based testing relies on the availability of models that can be defined manually or by means of model inference techniques. To generate models that include meaningful state abstractions, model inference requires a set of abstraction functions as input. However, their specification is difficult and involves substantial manual effort. In this paper, we investigate a technique to automatically infer both the abstraction functions necessary to perform state abstraction and the finite state models based on such abstractions. The proposed approach uses a combination of clustering, invariant inference and genetic algorithms to optimize the abstraction functions along three quality attributes that characterize the resulting models: size, determinism and infeasibility of the admitted behaviors. Preliminary results on a small e-commerce application are extremely encouraging because the automatically produced models include the set of manually defined gold standard models.","","978-1-4673-6161","10.1109/IWAST.2013.6595795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6595795","Model inference;Abstraction functions;Model-based testing;Search-based software engineering","Concrete;Abstracts;Object oriented modeling;Measurement;Testing;Optimization;Genetic algorithms","finite state machines;genetic algorithms;inference mechanisms;pattern clustering","automated generation;state abstraction functions;data invariant inference;model based testing;model inference techniques;finite state models;clustering;genetic algorithms;quality attributes;e-commerce application","","2","16","","","","","","IEEE","IEEE Conferences"
"Optimization of low-efficiency traffic in OpenFlow Software Defined Networks","J. Saldana; F. Pascual; D. de Hoz; J. Fernández-Navajas; J. Ruiz-Mas; D. R. Lopez; D. Florez; J. A. Castell; M. Nuñez","I3A, University of Zaragoza Ada Byron Building, 50018, Zaragoza, Spain; Telefonica I+D Don Ramon de la Cruz 82-84, 28006 Madrid, Spain; I3A, University of Zaragoza Ada Byron Building, 50018, Zaragoza, Spain; I3A, University of Zaragoza Ada Byron Building, 50018, Zaragoza, Spain; I3A, University of Zaragoza Ada Byron Building, 50018, Zaragoza, Spain; Telefonica I+D Don Ramon de la Cruz 82-84, 28006 Madrid, Spain; Telefonica I+D Don Ramon de la Cruz 82-84, 28006 Madrid, Spain; Telefonica I+D Don Ramon de la Cruz 82-84, 28006 Madrid, Spain; Telefonica I+D Don Ramon de la Cruz 82-84, 28006 Madrid, Spain","International Symposium on Performance Evaluation of Computer and Telecommunication Systems (SPECTS 2014)","","2014","","","550","555","This paper proposes a method for optimizing bandwidth usage in Software Defined Networks (SDNs) based on OpenFlow. Flows of small packets presenting a high overhead, as the ones generated by emerging services, can be identified by the SDN controller, in order to remove header fields that are common to any packet in the flow, only during their way through the SDN. At the same time, several packets can be multiplexed together in the same frame, thus reducing the number of sent frames. Four kinds of small-packet traffic flows are considered (VoIP, UDP and TCP-based online games, and ACKs from TCP flows). Both IPv4 and IPv6 are tested, and significant bandwidth savings (up to 68 % for IPv4 and 78 % for IPv6) can be obtained for the considered kinds of traffic.","","978-1-4799-5745","10.1109/SPECTS.2014.6879992","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6879992","Software Defined Networks;multiplexing;traffic optimization;compression","IP networks;Decision support systems","Internet telephony;telecommunication computing;transport protocols","low-efficiency traffic optimization;OpenFlow software defined networks;bandwidth usage optimization;SDN;small-packet traffic flows;VoIP;UDP;TCP-based online games;ACK;TCP flow;voice-over-Internet protocol;user defined protocol;transport control protocol;IPv4;IPv6;bandwidth savings","","4","18","","","","","","IEEE","IEEE Conferences"
"Early design stage thermal evaluation and mitigation: The locomotiv architectural case","T. Sassolas; C. Sandionigi; A. Guerre; A. Aminot; P. Vivet; H. Boussetta; L. Ferro; N. Peltier","CEA, LIST, 91191 Gif-sur-Yvette CEDEX, France; CEA, LIST, 91191 Gif-sur-Yvette CEDEX, France; CEA, LIST, 91191 Gif-sur-Yvette CEDEX, France; CEA, LIST, 91191 Gif-sur-Yvette CEDEX, France; CEA, LETI, Minatec Campus, Grenoble, France; DOCEA Power, 166 rue du Rocher de Lorzier 38430 Moirans, France; DOCEA Power, 166 rue du Rocher de Lorzier 38430 Moirans, France; DOCEA Power, 166 rue du Rocher de Lorzier 38430 Moirans, France","2014 Design, Automation & Test in Europe Conference & Exhibition (DATE)","","2014","","","1","2","To offer more computing power to modern SoCs, transistors keep scaling in new technology nodes. Consequently, the power density is increasing, leading to higher thermal risks. Thermal issues need to be addressed as early as possible in the design flow, when the optimization opportunities are the highest. For early design stages, architects rely on virtual prototypes to model their designs' behavior with an adapted trade-off between accuracy and simulation speed. Unfortunately, accurate virtual prototypes fail to encompass thermal effects timescale. In this paper, we demonstrate that less accurate high-level architectural models, in conjunction with efficient power and thermal simulation tools, provide an adapted environment to analyze thermal issues and design software thermal mitigation solutions in the case of the Locomotiv MPSoC architecture.","1530-1591;1558-1101","978-3-9815370-2","10.7873/DATE.2014.327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6800528","","Computer architecture;Adaptation models;Accuracy;Analytical models;Thermal analysis;Runtime;Software","optimisation;scaling circuits;system-on-chip;thermal management (packaging)","thermal evaluation;modern SoC;transistors scaling;power density;thermal risks;optimization;accurate virtual prototypes;power simulation tool;thermal simulation tool;design software thermal mitigation solutions;locomotiv MPSoC architecture","","","4","","","","","","IEEE","IEEE Conferences"
"Exploring Model-Based Repositories for a Broad Range of Industrial Applications and Challenges","T. Yue; S. Ali; A. Descour; Q. Gan; M. Liaaen; G. M. Merkesvik; B. K. Nielsen; J. Nygård; B. O. Olafsen; A. L. Waal","NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","2014 14th International Conference on Quality Software","","2014","","","37","46","Nowadays, systems are becoming increasingly complex and large and the process of developing such large-scale systems is becoming complicated with high cost and enormous effort required. Such a complicated process has a prominent challenge to ensure the quality of delivered artifacts. Therefore there is clearly a need to facilitate reuse of developed artifacts (e.g., requirements, architecture, tests) and enable automated analyses such as risk analyses, prioritizing test cases, change impact analysis, with the objective to reduce cost, effort and improve quality. Model-based engineering provides a promising mechanism to facilitate reuse and enable automation. The key idea is to use models as the backbone of structuring repositories that contain reusable artifacts (e.g., test cases, requirements). Such a backbone model is subse-quently used to enable various types of automation such as model-based testing and automated rule verification. In this paper, we report 12 industrial projects from five different industry domains that all require the construction of model-based repositories to enable various types of automation. We believe using models as the backbone to structure repositories for the purpose of enabling different types of automation in different contexts is a new and non-conventional model-based development research approach. This exploratory paper will serve the basis for future research to derive a generic model-based repository.","1550-6002;2332-662X","978-1-4799-7198-5978-1-4799-7197","10.1109/QSIC.2014.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6958385","Model-based Repository;Model-based Repository Engineering;Backbone Model;Automation;Analysis;Optimization;Generation","Unified modeling language;Training;Automation;Analytical models;Cancer;Testing;Optimization","formal verification;program testing;software quality","model-based repository;large-scale system;risk analysis;model-based engineering;model-based testing;automated rule verification","","1","21","","","","","","IEEE","IEEE Conferences"
"Replicating and Re-Evaluating the Theory of Relative Defect-Proneness","M. D. Syer; M. Nagappan; B. Adams; A. E. Hassan","School of Computing, Queen’s University, Kingston, ON, Canada; School of Computing, Queen’s University, Kingston, ON, Canada; Genie Informatique et Genie Logiciel, Ecole Polytechnique de Montreal, Campus de l’Universite de Montreal; School of Computing, Queen’s University, Kingston, ON, Canada","IEEE Transactions on Software Engineering","","2015","41","2","176","197","A good understanding of the factors impacting defects in software systems is essential for software practitioners, because it helps them prioritize quality improvement efforts (e.g., testing and code reviews). Defect prediction models are typically built using classification or regression analysis on product and/or process metrics collected at a single point in time (e.g., a release date). However, current defect prediction models only predict if a defect will occur, but not when, which makes the prioritization of software quality improvements efforts difficult. To address this problem, Koru et al. applied survival analysis techniques to a large number of software systems to study how size (i.e., lines of code) influences the probability that a source code module (e.g., class or file) will experience a defect at any given time. Given that 1) the work of Koru et al. has been instrumental to our understanding of the size-defect relationship, 2) the use of survival analysis in the context of defect modelling has not been well studied and 3) replication studies are an important component of balanced scholarly debate, we present a replication study of the work by Koru et al. In particular, we present the details necessary to use survival analysis in the context of defect modelling (such details were missing from the original paper by Koru et al.). We also explore how differences between the traditional domains of survival analysis (i.e., medicine and epidemiology) and defect modelling impact our understanding of the size-defect relationship. Practitioners and researchers considering the use of survival analysis should be aware of the implications of our findings.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.2014.2361131","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6914599","Survival Analysis;Cox Models;Defect Modelling;Survival analysis;Cox models;defect modelling","Analytical models;Hazards;Software;Measurement;Data models;Mathematical model;Predictive models","program diagnostics;software quality;software reliability","relative defect-proneness theory;survival analysis techniques;source code module;size-defect relationship;defect modelling;software system defects","","3","47","","","","","","IEEE","IEEE Journals & Magazines"
"Run-time performance analysis of non-agent based solution for Inter Process Synchronization problem","D. Bhargava; M. Sinha; R. C. Poonia","Amity Institute of Information Technology, Amity University, Jaipur, India; BIT-Mesra Jaipur, India; Amity Institute of Information Technology, Amity University, Jaipur, India","2015 4th International Conference on Reliability, Infocom Technologies and Optimization (ICRITO) (Trends and Future Directions)","","2015","","","1","5","Inter Process Synchronization is aimed at providing interrupt free and deadlock free well-structured communication among processes. The approach used is generally non-agent oriented approach which may lead to deadlock situation. This paper analyzes the runtime performance of non-agent based solution to IPS Problem. In this paper the testing is carried out and the results are obtained under time intervals T1 to T10 for eleven different parameters. Further based upon the correlation among parameterized variables, only five dependent variables were selected during the test conducted. The analysis is based upon the testing conducted on Window 7, a GUI based operating system. The results motivate the need of agent oriented approach to resolve the IPS problem.","","978-1-4673-7231-2978-1-4673-7230","10.1109/ICRITO.2015.7359321","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7359321","Inter Process Synchronization;software agents;correlation;dependence of variables;Inter Process Synchronization Manager","Correlation;Synchronization;Testing;Performance analysis;System recovery;Computer architecture;Continuous wavelet transforms","graphical user interfaces;operating systems (computers);software agents;synchronisation","run-time performance analysis;nonagent-based solution;interprocess synchronization problem;interrupt free-deadlock free well-structured communication;nonagent oriented approach;IPS problem;T1 time intervals;T10 time intervals;parameterized variables;dependent variables;Window 7;GUI based operating system;agent oriented approach","","1","9","","","","","","IEEE","IEEE Conferences"
"Using Java optimized processor as an intellectual property core beside a RISC processor in FPGA","M. E. Khazaee; S. Hoseinzadeh","Amirkabir University of Technology, Department of Computer Engineering, Iran; Electrical and Computer Engineering Science, Research Islamic Azad University, Iran","Proceedings of IEEE East-West Design & Test Symposium (EWDTS 2014)","","2014","","","1","6","Advances in computer technology have made this technology part of everyone's daily life. This in turn has created a demand for various applications to run on different machines. Java programming language was introduced to address this demand. However, to execute the Java programs, the computers must have a machine, called Java Virtual Machine (JVM) that translates its generic codes to machine-specific instructions. Traditionally, JVMs have been implemented in software. This is primarily due to the inherent flexibility of software. However, software JVMs often suffer from their lower speed and memory overhead. Consequently, some efforts have been put into hardware implementations of a JVM. These hardware implementations were not safe from those problems as well. In this paper, a new architecture for hardware implementation of Java Virtual Machine is proposed. This architecture mitigates the problems that hardware implementations of Java Virtual Machine typically have. The proposed architecture is appropriate for designers who use FPGAs as their development platform, or use IP cores in their designs.","","978-1-4799-7630","10.1109/EWDTS.2014.7027048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7027048","Hardware JVM;Bytecode;Native Instruction;Native Code;Bytecode to Native Instruction Translator;Java Optimized Processor;JOP","Java;Computer architecture;Hardware;Virtual machining;Reduced instruction set computing;Central Processing Unit","field programmable gate arrays;Java;microprocessor chips;program interpreters;reduced instruction set computing;virtual machines","Java optimized processor;intellectual property core;RISC processor;FPGA;Java programming language;Java virtual machine;generic code translation;machine-specific instructions;hardware implementation;JVM architecture;IP cores","","","8","","","","","","IEEE","IEEE Conferences"
"Hardware/software infrastructure for ASIC commissioning and rapid system prototyping","P. Reichel; J. Doge","Fraunhofer Institute for Integrated Circuits IIS, Design Automation Division EAS, Zeunerstr. 38, 01069 Dresden, Germany; Fraunhofer Institute for Integrated Circuits IIS, Design Automation Division EAS, Zeunerstr. 38, 01069 Dresden, Germany","2014 International Conference on ReConFigurable Computing and FPGAs (ReConFig14)","","2014","","","1","6","FPGAs are a key enabling technology for rapid and efficient system prototyping and initial commissioning of newly developed integrated circuits. One major aspect is the setup and control of interface components between devices under test (DUT) and the FPGA infrastructure. So, as to maintain high flexibility in conjunction with the ability to deal with changes of requirements and use cases, as well as unforeseen or faulty behavior of the DUT, we propose a novel reconfigurable hardware/software infrastructure. IP blocks, such as register files or interface components to external hardware are attached as leafs to a tree-like communication system optimized for alterations. It is designed as an Embedded Linux compatible CPU subsystem to be accessed from user space via a uniform and portable kernel driver. Thus, it implements transparent access to custom functionality from user applications without specific knowledge concerning the hardware/software coupling.","2325-6532","978-1-4799-5944-0978-1-4799-5943","10.1109/ReConFig.2014.7032532","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7032532","rapid system prototyping;hardware/software co-design;Embedded Linux;image sensor characterization;ASIC commissioning;FPGA","Hardware;Kernel;Field programmable gate arrays;Registers;System-on-chip;Linux","application specific integrated circuits;embedded systems;field programmable gate arrays;hardware-software codesign;Linux;software prototyping","reconfigurable hardware-software infrastructure;ASIC commissioning;application specific integrated circuits;rapid system prototyping;FPGA;field programmable gate array;device under test;DUT;embedded Linux compatible CPU subsystem;hardware-software coupling","","","29","","","","","","IEEE","IEEE Conferences"
"A ranking-based lung nodule image classification method using unlabeled image knowledge","F. Zhang; Y. Song; W. Cai; Y. Zhou; M. Fulham; S. Eberl; S. Shan; D. Feng","BMIT Research Group, School of IT, University of Sydney, Australia; BMIT Research Group, School of IT, University of Sydney, Australia; BMIT Research Group, School of IT, University of Sydney, Australia; The Russell H. Morgan Department of Radiology and Radiological Science, Johns Hopkins University School of Medicine, Baltimore, USA; Department of PET and Nuclear Medicine, Royal Prince Alfred Hospital, Australia; Department of PET and Nuclear Medicine, Royal Prince Alfred Hospital, Australia; School of Software, Dalian University of Technology, China; BMIT Research Group, School of IT, University of Sydney, Australia","2014 IEEE 11th International Symposium on Biomedical Imaging (ISBI)","","2014","","","1356","1359","In this paper, we propose a novel semi-supervised classification method for four types of lung nodules, i.e., well-circumscribed, vascularized, juxta-pleural and pleural-tail, in low dose computed tomography (LDCT) scans. The proposed method focuses on classifier design by incorporating the knowledge extracted from both training and testing datasets, and contains two stages: (1) bipartite graph construction, which presents the direct similar relationship between labeled and unlabeled images, (2) ranking score calculation, which computes the possibility of unlabeled images for each of the given four types. Our proposed method is evaluated on a publicly available dataset and clearly demonstrates its promising classification performance.","1945-7928;1945-8452","978-1-4673-1961","10.1109/ISBI.2014.6868129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6868129","Lung nodule;classification;bipartite graph;ranking score","Testing;Lungs;Training;Bipartite graph;Support vector machines;Educational institutions;Image classification","computerised tomography;dosimetry;graph theory;image classification;knowledge acquisition;learning (artificial intelligence);lung;medical image processing","ranking-based lung nodule image classification;unlabeled image knowledge;semisupervised classification method;well-circumscribed lung nodules;vascularized lung nodules;juxta-pleural lung nodules;pleural-tail lung nodules;low dose computed tomography;LDCT;knowledge extraction;bipartite graph construction;ranking score calculation","","3","11","","","","","","IEEE","IEEE Conferences"
"An SMT based method for optimizing arithmetic computations in embedded software code","H. Eldib; C. Wang","Department of ECE, Virginia Tech, Blacksburg, 24061, USA; Department of ECE, Virginia Tech, Blacksburg, 24061, USA","2013 Formal Methods in Computer-Aided Design","","2013","","","129","136","We present a new method for optimizing the C/C++ code of embedded control software with the objective of minimizing implementation errors in the linear fixed-point arithmetic computations caused by overflow, underflow, and truncation. Our method relies on the use of an SMT solver to search for alternative implementations that are mathematically equivalent but require a smaller bit-width, or implementations that use the same bit-width but have a larger error-free dynamic range. Our systematic search of the bounded implementation space is based on an inductive synthesis procedure, which guarantees to find a solution as long as such solution exists. Furthermore, the synthesis procedure is applied incrementally to small code regions - one at a time - as opposed to the entire program, which is crucial for scaling the method to programs of realistic size and complexity. We have implemented our method in a software tool based on the Clang/LLVM compiler and the Yices SMT solver. Our experiments, conducted on a set of representative benchmarks from embedded control and DSP applications, show that the method is both effective and efficient in optimizing fixed-point arithmetic computations in embedded software code.","","978-0-9835678-3","10.1109/FMCAD.2013.6679401","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6679401","","Finite wordlength effects;Optimization;Microcontrollers;Skeleton;Dynamic range;Benchmark testing;Digital signal processing","C++ language;computability;embedded systems;floating point arithmetic;program compilers","SMT based method;arithmetic computations optimization;embedded control software code;C/C++ code;linear fixed-point arithmetic computations;error-free dynamic range;bounded implementation space;systematic search;inductive synthesis procedure;Clang-LLVM compiler;Yices SMT solver;software tool;DSP applications","","5","23","","","","","","IEEE","IEEE Conferences"
"Multi GNSS constellation deeply coupled GNSS/INS integration for automotive application using a software defined GNSS receiver","M. Langer; G. F. Trommer","Institute of Systems Optimization, Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany; Institute of Systems Optimization, Karlsruhe Institute of Technology (KIT), Karlsruhe, Germany","2014 IEEE/ION Position, Location and Navigation Symposium - PLANS 2014","","2014","","","1105","1112","In this paper a non-coherent deeply coupled GNSS/INS system using a multi constellation software defined GNSS receiver is assessed regarding the advantages of multi constellation (GPS/GALILEO/GLONASS) GNSS/INS integration compared to a GPS only based GPS/INS integrated approach. Both navigation systems are used to evaluate the performance of a moving automotive platform during real world test drives in an urban environment. The navigation solutions are compared to a RTK reference solution. The software GNSS receiver design is presented focusing on processing data from multiple GNSS systems including estimation of clock offsets between different GNSS systems. Several combinations of GNSS systems GPS/GLONASS, GPS/GALILEO, GPS only, GLONASS only and GALILEO only are evaluated.","2153-3598;2153-358X","978-1-4799-3320-4978-1-4799-3319","10.1109/PLANS.2014.6851480","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6851480","","Global Positioning System;Satellites;Receivers;Kalman filters;Equations;Frequency measurement","automobiles;Global Positioning System;inertial navigation;radio receivers;software radio","multiGNSS constellation deeply coupled GNSS/INS integration;automotive application;noncoherent deeply coupled GNSS-INS system;multiconstellation software defined GNSS receiver design;GPS;GALILEO;GLONASS;navigation systems;performance evaluation;real world test drives;urban environment;RTK reference solution;clock offset estimation","","1","7","","","","","","IEEE","IEEE Conferences"
